# MaNGA_plate MaNGA_IFU NSAID ra dec redshift ba phi Mstar rabsmag plate MJD fiberID index imc aimc smoothness_score logHI WF50 WP20 galID FHI Total_Ha_flux
8937 1901 212927 116.997855346 29.1906894262 0.0267111 0.861609 79.7407 1704480000.0 -17.916 1059 52618 369 -1 -1.0 -1.0 1.683273349719101 9.09000015258789 102.44840112975946 291.5839109077769 8937-1901 0.38999998569488525 nan
8937 12704 646919 118.63755 29.710836 0.0166616 0.40187 149.901 1955480000.0 -18.6696 0 0 0 -1 -1.0 -1.0 0.7472853982902755 9.59000015258789 241.34628040781493 327.61938516897953 8937-12704 3.200000047683716 nan
9024 6102 632294 223.779212841 33.7244456023 0.030798 0.864582 123.099 12315200000.0 -20.6381 0 0 0 -1 -1.0 -1.0 0.45841628205990365 9.9399995803833 577.1238956489365 662.6974387968822 9024-6102 2.0899999141693115 nan
9024 1902 332658 224.437789488 33.1656344458 0.0300243 0.795033 50.6459 3352040000.0 -19.5227 1647 53531 34 1323052 2.0 139.43 0.2455002920968192 9.760000228881836 314.88732271472855 113.75510611160351 9024-1902 1.409999966621399 nan
8330 3704 425680 204.543877891 38.6656120342 0.0201337 0.595975 140.932 3805750000.0 -18.8081 2005 53472 153 1837892 2.0 23.37 0.5513805337306762 9.520000457763672 351.1817565745773 367.37098648758973 8330-3704 1.8300000429153442 nan
8330 12704 425711 203.62467398 38.294119525 0.0257495 0.319753 132.513 4598940000.0 -19.3596 2005 53472 220 1837128 2.0 35.82 0.5680588616265191 9.800000190734863 324.0102348655846 339.8413538329584 8330-12704 2.130000114440918 nan
8330 9101 302057 203.958723047 40.2716872812 0.0348771 0.742791 104.842 13131300000.0 -20.6305 1464 53091 138 1294023 2.0 41.64 0.5328176169199487 10.119999885559082 407.75276276648486 425.6759611298468 8330-9101 2.3499999046325684 nan
8330 12703 302066 203.374602013 40.529670292 0.0269457 0.756729 59.2668 10919700000.0 -19.9753 1464 53091 170 1294017 2.0 37.43 0.5419943706448582 9.75 435.96066311213474 486.4403188409082 8330-12703 1.7100000381469727 nan
8939 12703 316218 125.60327372 25.5090791387 0.0277978 0.8162 101.194 39342900000.0 -21.0765 1586 52945 286 1153333 2.0 17.53 1.4566624769321417 9.989999771118164 382.50550025362134 162.69464716669867 8939-12703 2.7899999618530273 nan
8939 1902 406935 126.398536014 23.9591923311 0.0222054 0.797764 162.47 1148870000.0 -17.5078 1928 53327 306 1855044 1.0 2.0 0.6717011544823961 9.4399995803833 515.7803777118169 134.335082297933 8939-1902 1.2000000476837158 nan
8939 3704 316069 125.853157621 24.6734435513 0.015559 0.648467 76.6024 539589000.0 -17.4479 1585 52962 596 1141007 2.0 71.49 0.934396711077009 9.300000190734863 246.96457978259198 535.9656837834975 8939-3704 1.850000023841858 nan
8939 3702 316009 124.18959773 24.7802418812 0.0248864 0.606351 121.53 15455300000.0 -20.1876 1585 52962 423 1143250 2.0 25.47 0.055955500719023915 9.869999885559082 509.3076775140993 338.28090185504374 8939-3702 2.609999895095825 nan
9888 9101 335416 235.398323152 28.0495680836 0.0318915 0.487231 108.481 10970800000.0 -19.9703 1653 53534 476 1440803 2.0 21.92 0.8722557640424802 9.520000457763672 290.8597464299785 270.2476384152556 9888-9101 0.75 nan
9888 12704 335441 236.006339163 28.2770287796 0.0332288 0.640962 26.9663 25091200000.0 -20.9553 1653 53534 511 1442710 2.0 40.4 0.524166773064819 10.010000228881836 347.8498266570906 328.3077015639956 9888-12704 2.0999999046325684 nan
9888 3701 632822 236.008027786 27.6993113757 0.0321923 0.637893 154.422 18245800000.0 -20.4612 0 0 0 -1 -1.0 -1.0 0.5119933702930901 9.84000015258789 485.6354467740294 246.7131948852021 9888-3701 1.5 nan
9888 12705 397446 236.901377571 26.0637670424 0.0315789 0.729318 97.5511 30579600000.0 -21.3148 1849 53846 636 1311821 2.0 26.32 0.557085899874718 9.869999885559082 510.10350497606856 204.62604784140288 9888-12705 1.7000000476837158 nan
8150 6102 411902 148.073695805 33.0637250834 0.0269972 0.63001 131.618 26375300000.0 -20.6703 1945 53387 68 1312945 1.0 1.0 0.9590514277068662 9.5600004196167 467.4299087814906 169.9745122841784 8150-6102 1.0700000524520874 nan
8150 12705 648793 147.23785259 33.04326995 0.0220383 0.208716 100.518 1300010000.0 -18.0817 1945 53387 149 1883630 2.0 56.9 0.7615529226692594 9.34000015258789 219.84172965208182 191.21117881367115 8150-12705 0.9700000286102295 nan
8150 12703 412791 149.482851062 33.1803440445 0.037007 0.491814 150.088 2517730000.0 -18.623 1948 53388 131 1891869 2.0 42.3 0.9487398198919513 9.800000190734863 306.6497209809036 43.643031450465685 8150-12703 1.0299999713897705 nan
8150 3702 623459 147.867176956 32.9436569737 0.00465323 0.821223 150.333 734657000.0 -17.5144 0 0 0 -1 -1.0 -1.0 0.6631393812189055 9.039999961853027 248.8576287409136 511.73540557990685 8150-3702 4.639999866485596 nan
8150 6103 623428 147.148250231 33.4216194241 0.00493009 0.343946 80.3033 4347110000.0 -19.4214 0 0 0 -1 -1.0 -1.0 0.598353252509715 9.880000114440918 291.8030718282036 96.91269903783403 8150-6103 83.48999786376953 nan
8150 12702 411909 146.991437311 32.9915460826 0.0220552 0.755768 84.8034 414598000.0 -17.966 1945 53387 87 1850116 2.0 79.65 1.1322042663766758 9.8100004196167 229.06377379222525 342.0685688630564 8150-12702 2.869999885559082 nan
8150 1902 413268 149.78129637 32.5198822788 0.0215251 0.653505 133.381 4137540000.0 -18.8357 1949 53433 484 1883699 2.0 29.93 0.5187899471668714 9.40999984741211 365.9557091256509 159.8579090404468 8150-1902 1.190000057220459 nan
8150 6101 412880 148.046129266 33.4509909246 0.0270483 0.818136 54.7801 7807940000.0 -19.5859 1948 53388 287 1884375 2.0 28.59 0.5925429453269142 9.6899995803833 455.63254647533836 102.60427573299604 8150-6101 1.4700000286102295 nan
9049 3701 312182 248.348667665 24.7765778521 0.0410386 0.85595 140.918 6633460000.0 -19.4115 1572 53177 564 1209889 2.0 23.34 0.7697717147310226 9.869999885559082 566.6669098764769 678.8398817974177 9049-3701 1.0199999809265137 nan
9049 9102 285642 248.386543199 25.9644640748 0.0453151 0.94675 43.0752 8012860000.0 -19.9631 1409 52824 174 1212536 2.0 52.1 0.9263981100507257 10.119999885559082 360.2824368159349 350.96478758793654 9049-9102 1.4600000381469727 nan
9049 3704 312247 247.530650629 23.925957535 0.0148569 0.607391 144.012 776954000.0 -17.3223 1573 53226 62 1446524 2.0 45.47 0.7594538508234797 9.039999961853027 127.1394950197452 337.360244210809 9049-3704 1.0 nan
9881 12701 604105 205.419200168 23.1890214792 0.0323642 0.826503 168.325 13307500000.0 -20.7319 5998 56087 76 -1 -1.0 -1.0 0.4336524852807971 10.119999885559082 406.7984622649768 213.16949987684373 9881-12701 2.799999952316284 nan
9881 6102 553107 205.213158666 24.4733117249 0.0270449 0.934064 5.96735 24746300000.0 -20.8138 2666 54230 372 2249149 2.0 24.76 0.39549715705158883 9.989999771118164 380.83967790508643 739.277021815756 9881-6102 2.9200000762939453 nan
9881 9102 484542 205.386543129 25.3121083012 0.0391839 0.551583 119.053 1132820000.0 -19.521 2246 53767 139 2003913 2.0 143.08 0.7942886943260498 9.850000381469727 167.8415551921512 35.96604754117525 9881-9102 1.0099999904632568 nan
9881 12705 553020 205.373570269 23.1669644206 0.030694 0.638306 68.6887 24539200000.0 -20.7412 2666 54230 183 2012348 2.0 30.19 0.6166735520104503 9.65999984741211 349.449253345252 245.52382484108782 9881-12705 1.0399999618530273 nan
8938 12702 213409 120.814384478 30.7965108405 0.0403018 0.753531 50.0753 58220800000.0 -21.7888 1061 52641 10 852085 2.0 19.95 0.11801346327907355 10.170000076293945 623.6572583742405 739.2620184631242 8938-12702 2.0399999618530273 nan
8938 3703 154969 121.126303813 30.0070714592 0.0400721 0.946471 163.779 4733060000.0 -19.3689 860 52319 472 847123 2.0 50.42 0.8618081430288461 9.600000381469727 210.66402553814785 424.4260514518567 8938-3703 0.550000011920929 nan
7977 1901 121796 330.855372733 12.6758983985 0.0260569 0.865932 139.514 4170510000.0 -18.6417 735 52519 351 717343 1.0 1.0 2.272880694617523 10.170000076293945 915.7037785918529 409.86741181513065 7977-1901 5.28000020980835 nan
7977 12705 635923 332.892838008 11.7959286635 0.0269487 0.708943 174.249 35865200000.0 -21.0465 0 0 0 -1 -1.0 -1.0 0.581272893128826 10.149999618530273 594.1022674121683 294.92427594685205 7977-12705 4.889999866485596 nan
7977 6103 121820 331.802634213 13.2660525434 0.0349304 0.472784 85.1519 1593170000.0 -18.4044 735 52519 412 718744 2.0 59.05 0.42310852875580657 9.630000114440918 261.01412873326996 234.91271585994298 7977-6103 0.8600000143051147 nan
7977 12704 689744 332.418270109 13.6358085465 0.0273857 0.320413 127.196 17113600000.0 -20.352 0 0 0 -1 -1.0 -1.0 0.6400910446992345 9.75 430.70779929498207 191.07380311860726 7977-12704 1.899999976158142 nan
9025 1902 342922 246.358197043 30.3094478193 0.0490521 0.963195 174.988 11279100000.0 -20.1908 1685 53463 302 1405687 2.0 39.17 0.5921832657745432 9.859999656677246 591.5098671795079 941.2075245057579 9025-1902 0.699999988079071 nan
9025 3701 288263 246.417716 29.1476103874 0.0444465 0.438096 155.876 9392300000.0 -19.6866 1421 53149 185 1216762 2.0 27.3 0.6223217215856953 9.970000267028809 203.57577121509638 259.1975666290572 9025-3701 1.090000033378601 nan
9025 12705 288371 246.259590618 30.1101440207 0.0479377 0.651827 172.812 7827500000.0 -20.0147 1421 53149 372 1956448 2.0 43.58 0.6747261555989583 10.0 362.62093113132744 551.1838153196177 9025-12705 0.9900000095367432 nan
9025 12704 686771 246.050763599 30.162261411 0.0482447 0.651953 0.720551 48036200000.0 -21.7275 1421 53149 421 1404510 2.0 22.46 0.7006412777993386 10.489999771118164 586.8704197320974 77.80978598695224 9025-12704 3.0399999618530273 nan
9025 6104 288439 247.36126617 29.5411260226 0.0530449 0.802938 11.091 45237200000.0 -21.5472 1421 53149 549 1405702 2.0 21.38 0.4092125738125236 10.279999732971191 535.1787290031934 312.04778556299055 9025-6104 1.5399999618530273 nan
9025 9102 288287 245.971190796 29.4248514705 0.0204289 0.798599 127.293 1483350000.0 -18.4789 1421 53149 235 1216754 2.0 62.3 0.6596100101626017 9.3100004196167 235.93390684933988 84.7368256994108 9025-9102 1.1200000047683716 nan
8936 12703 213248 118.053468969 30.3577361666 0.0143646 0.46688 160.506 1575440000.0 -17.9448 1060 52636 321 829325 2.0 68.29 1.1729581942262373 9.399999618530273 179.79902940491695 498.687874009864 8936-12703 2.7300000190734863 nan
8936 6104 161629 117.929431767 30.4487515558 0.01424 0.635852 103.183 828540000.0 -18.1676 889 52663 632 823757 2.0 139.78 1.0318655868868387 9.34000015258789 195.6437498015253 147.70455283029062 8936-6104 2.440000057220459 nan
8936 12704 161534 116.825263443 30.9904274865 0.0126827 0.636524 149.786 649149000.0 -17.6729 889 52663 444 833050 2.0 87.7 0.9540444628421881 9.449999809265137 86.87118451917173 320.25645636172266 8936-12704 4.019999980926514 nan
8338 12704 519457 172.351680684 22.4003590456 0.0220144 0.875527 15.3932 1064190000.0 -18.3122 2500 54178 490 2285898 2.0 55.81 1.294147192840408 9.649999618530273 217.31517820270938 333.2166065774877 8338-12704 1.9500000476837158 nan
8338 9101 519332 171.96642307 21.4092051085 0.0218217 0.52702 151.701 804351000.0 -17.4999 2500 54178 226 2279294 2.0 33.92 1.225082373730317 8.869999885559082 60.010386657689736 338.8821834787185 8338-9101 0.3199999928474426 nan
8338 12703 518115 172.023326844 23.4292407086 0.0240213 0.644563 65.1227 1081520000.0 -18.1819 2497 54154 12 2261987 2.0 83.56 1.4211055026752482 8.9399995803833 54.934188766135364 137.33547191533842 8338-12703 0.3199999928474426 nan
8338 3702 519378 171.187927606 22.8719360936 0.0192906 0.857087 88.9316 1638510000.0 -18.3217 2500 54178 324 2315212 2.0 47.03 0.555379310323158 9.5 250.4019562221502 298.92946711791575 8338-3702 1.7799999713897705 nan
8338 12701 660336 172.051190682 21.9968427778 0.0210523 0.725511 118.635 3125230000.0 -19.8585 2500 54178 476 2306628 2.0 67.16 0.6247038792645809 10.069999694824219 276.07829382222144 233.94002792304028 8338-12701 5.519999980926514 nan
8338 6102 519464 172.682670654 22.3635385076 0.0223574 0.815795 64.0384 1512520000.0 -18.8634 2500 54178 510 2285902 2.0 106.65 0.6952171354560939 9.289999961853027 146.97206987539064 340.62938547590534 8338-6102 0.8199999928474426 nan
8551 9101 261973 233.08771168 45.8930510864 0.0405005 0.520474 139.93 4525020000.0 -19.2172 1332 52781 192 997356 2.0 74.39 0.9355988807732486 10.180000305175781 -1169.957024549505 921.6778561766371 8551-9101 2.109999895095825 nan
8551 12704 261960 233.3193794 45.6985288222 0.029372 0.391549 138.964 17572400000.0 -20.3392 1332 52781 172 997365 2.0 18.85 0.580265368445445 7.5 455.3569469488632 479.2659035905696 8551-12704 1.6399999856948853 nan
8551 12705 261924 233.940924979 44.8347966393 0.0296351 0.893727 47.4091 15963700000.0 -20.8864 1332 52781 89 996383 2.0 67.42 0.6112935948049929 10.130000114440918 372.25995051206075 477.02772101545514 8551-12705 3.369999885559082 nan
8931 12701 481722 192.888619916 26.7698256527 0.0456437 0.703836 45.9215 5989450000.0 -20.0424 2238 54205 72 2241116 2.0 43.52 0.7586890937191663 10.0 271.69226879636943 97.13350542460877 8931-12701 1.0700000524520874 nan
8931 12702 671227 192.764944171 27.3699662435 0.0277288 0.719005 20.3348 8116170000.0 -20.1422 2238 54205 596 2226085 2.0 24.58 0.8504618100685729 10.279999732971191 149.63923292185345 97.84103691044264 8931-12702 5.409999847412109 nan
8149 12701 647012 120.269959112 26.802436444 0.0421031 0.420014 117.74 3166250000.0 -19.696 929 52581 145 878650 2.0 130.47 0.9739656866360418 9.899999618530273 190.62990648536322 213.76995293734373 8149-12701 1.0199999809265137 nan
8149 6103 154618 119.174197002 28.3718488174 0.0221393 0.833739 1.86374 426296000.0 -17.4696 859 52317 440 846996 2.0 79.34 1.3405174915683655 9.680000305175781 619.3870929063548 452.76834276780323 8149-6103 2.25 nan
8149 3704 173571 120.207222406 27.5003590021 0.0173447 0.843134 50.4824 9869250000.0 -20.3832 4453 55535 88 -1 -1.0 -1.0 0.6048502193747749 9.489999771118164 323.59841205557336 524.4525988486879 8149-3704 2.2799999713897705 nan
8149 6102 154463 119.884750278 27.9417139356 0.0220864 0.45077 172.234 2392140000.0 -18.4717 859 52317 108 862220 1.0 2.0 1.2008192750631037 9.180000305175781 160.19893651232303 343.9235909740082 8149-6102 0.6800000071525574 nan
8149 6104 173330 120.97037173 26.6146824164 0.0204161 0.480247 91.3492 1123950000.0 -17.6933 929 52581 63 1053822 2.0 72.43 0.849787712097168 9.640000343322754 238.27621291744785 388.76645265478334 8149-6104 2.2699999809265137 nan
8149 9101 154380 118.625669207 26.915332139 0.0230125 0.80293 91.9149 1437380000.0 -18.0672 858 52316 597 862152 2.0 49.61 1.1930478613957285 8.829999923706055 41.941148394006134 169.4422395117848 8149-9101 0.2800000011920929 nan
8149 6101 173297 120.655607932 26.2935543287 0.0398786 0.928156 74.9267 3110030000.0 -19.2367 929 52581 7 1053792 2.0 61.64 0.7611552307762489 9.520000457763672 325.1015455366371 1139.198804194497 8149-6101 0.4699999988079071 nan
8149 12702 173526 119.609269043 27.1615475855 0.0469958 0.701666 52.6235 10061600000.0 -19.8629 929 52581 400 861189 2.0 24.89 1.0821214252048068 10.199999809265137 335.4357637052368 583.8547184158098 8149-12702 1.6299999952316284 nan
8944 3704 412779 149.990347201 33.4151126327 0.0499634 0.886781 121.883 10026900000.0 -20.3986 1948 53388 95 1891878 2.0 62.81 0.5200325126078591 10.119999885559082 482.4857138012137 514.939909796811 8944-3704 1.1699999570846558 nan
8944 12704 413776 150.643131656 34.9358500505 0.0384096 0.843838 144.013 39769500000.0 -21.3448 1951 53389 307 1321175 2.0 19.25 0.5588073944627193 10.09000015258789 654.1209437143559 273.94808753849094 8944-12704 1.850000023841858 nan
8944 1901 412191 147.638799664 34.0988189132 0.0218146 0.507899 27.4064 623506000.0 -17.898 1945 53387 583 1855577 2.0 78.65 0.8189143559219113 9.619999885559082 208.9581211857528 227.53217640226416 8944-1901 1.8799999952316284 nan
8944 6104 413761 150.562932234 34.3278287288 0.0200916 0.593022 108.928 881380000.0 -17.925 1951 53389 284 1316806 2.0 94.61 0.704322496473032 9.34000015258789 163.9372243983419 402.3913689777483 8944-6104 1.159999966621399 nan
8944 12703 650179 150.883460349 33.7562128576 0.020697 0.781454 96.4636 5118300000.0 -19.4068 1952 53378 343 1891906 2.0 56.12 0.8975772648512116 9.300000190734863 177.89520466128923 511.2483809635249 8944-12703 1.0 nan
8944 9102 413011 149.902123871 34.3202186073 0.0209079 0.826541 12.5338 872810000.0 -18.1826 1948 53388 544 1852873 2.0 54.45 0.9253854756640832 9.600000381469727 614.6996516941708 291.3605285486821 8944-9102 1.909999966621399 nan
8944 9101 412165 147.542314292 34.4148740915 0.0219736 0.398576 98.8934 1808480000.0 -18.5675 1945 53387 540 1857990 2.0 61.78 1.0786859009826488 9.90999984741211 240.9677156662504 143.9264184069912 8944-9101 3.640000104904175 nan
8944 3701 412963 148.484493822 34.31530381 0.0397368 0.36174 22.2044 4122210000.0 -19.1419 1948 53388 440 1855600 2.0 70.1 0.5465244252774404 10.029999732971191 240.27141556464838 141.58851274345352 8944-3701 1.5 nan
8147 9101 212809 117.434926452 27.8537520479 0.0278594 0.574903 82.8556 9990280000.0 -19.9262 1059 52618 76 -1 -1.0 -1.0 0.6044968554585188 9.8100004196167 391.0921088139411 189.4352402067527 8147-9101 1.850000023841858 nan
8147 12705 646885 117.982110064 27.3029716097 0.0263811 0.288083 161.286 11811400000.0 -19.7168 858 52316 485 864864 2.0 14.8 0.9258548810541465 10.109999656677246 510.6487263641059 122.17975661472472 8147-12705 4.059999942779541 nan
8147 6101 212793 116.620887982 26.7181167861 0.0152632 0.705369 28.4302 1049180000.0 -18.0546 1059 52618 47 -1 -1.0 -1.0 0.682761672949374 8.670000076293945 134.02172495348475 469.78141483695185 8147-6101 0.44999998807907104 nan
8147 12703 154531 118.592626166 27.0088036339 0.0266183 0.862577 167.61 10768500000.0 -20.41 859 52317 242 844479 2.0 52.22 0.43555572641876356 9.930000305175781 488.21388054677493 379.5022877124728 8147-12703 2.6500000953674316 nan
8147 12704 154149 118.67516 26.64273 0.0157224 0.812581 70.3243 585381000.0 -17.259 858 52316 38 841797 2.0 27.56 1.128013746711414 8.970000267028809 133.82556416239288 415.20239137562913 8147-12704 0.8500000238418579 nan
8147 1901 212830 116.213915388 26.5790388255 0.023827 0.982715 142.444 4396450000.0 -19.2149 1059 52618 127 -1 -1.0 -1.0 1.459075927734375 9.229999542236328 750.8444279787903 1712.3574364696155 8147-1901 0.6600000262260437 nan
8147 3702 212794 116.599480276 27.3382111795 0.0160071 0.890397 165.728 1196170000.0 -18.1751 1059 52618 52 -1 -1.0 -1.0 0.5688285875985226 9.010000228881836 263.629202298072 305.3704926619334 8147-3702 0.8999999761581421 nan
8147 12701 154272 116.759566834 26.7764878281 0.0235924 0.730401 112.846 2973710000.0 -18.7518 858 52316 346 866279 2.0 53.02 0.7194241999624249 9.399999618530273 260.6078450634368 150.80116877266286 8147-12701 0.9900000095367432 nan
8147 9102 154391 118.852820823 26.9863497763 0.0152357 0.790876 4.2899 613284000.0 -17.9564 858 52316 624 862166 2.0 64.43 0.81128003003003 9.210000038146973 179.74548422269783 174.8433346529879 8147-9102 1.5499999523162842 nan
8147 3703 589504 119.289978407 26.6486026731 0.0220924 0.951627 127.509 1491060000.0 -18.501 4458 55536 500 -1 -1.0 -1.0 0.8300090915980837 9.380000114440918 143.20321110078388 615.1228840465488 8147-3703 1.090000033378601 nan
8147 6104 154349 118.383684969 27.7428815514 0.0214779 0.565787 133.761 635485000.0 -17.4493 858 52316 524 864879 2.0 43.4 0.8358504179936306 9.039999961853027 138.25699043256662 217.0877305914862 8147-6104 0.5199999809265137 nan
9095 1901 336363 242.810051712 24.2250218923 0.0325268 0.761997 63.542 17880400000.0 -20.5564 1656 53533 6 1323823 2.0 24.23 0.8841086125028306 9.65999984741211 231.6314154560008 223.91036827413413 9095-1901 0.9800000190734863 nan
8943 12702 415523 156.169798969 36.0075263836 0.0434812 0.830457 101.453 4932160000.0 -19.6787 1957 53415 126 1316968 2.0 56.24 0.7572434847180056 9.729999542236328 64.62235837209774 525.954194528462 8943-12702 0.6299999952316284 nan
9891 12703 632543 229.32448 29.40054 0.0175355 0.968276 153.223 986433000.0 -17.6913 0 0 0 -1 -1.0 -1.0 1.5412834211148303 9.390000343322754 280.1309350598124 588.274963625606 9891-12703 1.690000057220459 nan
8326 3704 249449 214.850245319 45.9007920259 0.0264595 0.648106 133.752 6356940000.0 -19.4641 1287 52728 422 895666 2.0 0.0 2.445874132105434 9.760000228881836 464.8413575321944 475.34624696795026 8326-3704 1.8200000524520874 nan
8326 12701 249257 213.149187912 47.2530577 0.0280844 0.596415 89.8986 16589600000.0 -20.1812 1286 52725 505 902027 2.0 21.99 0.7459950918770248 9.329999923706055 519.5120756407355 555.6412127956067 8326-12701 0.6000000238418579 nan
8326 12704 339388 214.375197857 47.7149584725 0.037478 0.245486 141.697 1759030000.0 -18.5074 1672 53460 125 1369632 2.0 60.2 0.5728654750414376 9.640000343322754 322.8800867207839 331.13261289895087 8326-12704 0.6700000166893005 nan
8326 12702 249442 214.726268165 45.9584150865 0.0271793 0.873253 92.1279 4681310000.0 -19.4862 1287 52728 400 895665 2.0 41.55 0.6783793953893893 9.470000267028809 418.6615766828004 463.8113545603573 8326-12702 0.8799999952316284 nan
8326 3701 249395 214.422103097 45.4658215702 0.027447 0.895949 93.6438 9949090000.0 -19.722 1287 52728 226 892432 1.0 0.0 0.8494615854707154 9.670000076293945 648.4194494506019 670.9340136676366 8326-3701 1.3600000143051147 nan
8326 1902 249454 214.854653976 45.8642518321 0.0266855 0.911264 31.6205 12740200000.0 -19.9872 1287 52728 438 895667 1.0 1.0 0.8584925333658854 9.260000228881836 230.68180530552252 565.7774803809131 8326-1902 0.5699999928474426 nan
8326 12705 339677 217.077905948 46.8238432166 0.0358621 0.682187 89.468 1661300000.0 -18.4517 1673 53462 135 1369687 2.0 53.66 1.136944343507752 9.869999885559082 121.72142877913763 184.633627923411 8326-12705 1.25 nan
8319 3701 301376 199.3225054 47.3420135692 0.0268704 0.93853 68.1393 5228310000.0 -19.777 1461 53062 449 1206998 2.0 62.45 0.5316103055384871 9.84000015258789 -2893.9939473282598 715.5320370271073 8319-3701 2.130000114440918 nan
8319 6102 248231 199.944770082 48.2065758276 0.0359626 0.967788 82.983 15490900000.0 -20.6802 1282 52759 243 1159989 2.0 36.13 0.3797639268296617 9.850000381469727 818.2183615906218 905.600905061465 8319-6102 1.2000000476837158 nan
8319 1901 248210 200.281698257 48.6977464835 0.0455014 0.894264 121.717 9037460000.0 -19.5302 1282 52759 184 1160656 1.0 1.0 2.563301540065456 9.489999771118164 -2232.2035623602915 399.96440206455674 8319-1901 0.3199999928474426 nan
8317 6104 300470 194.885391702 42.7589264511 0.0239625 0.432237 46.975 1279270000.0 -18.1716 1458 53119 438 1299465 2.0 55.42 0.8513149429830463 9.84000015258789 271.6909024739479 278.34455722841193 8317-6104 2.6700000762939453 nan
8317 9102 274251 192.977010653 44.0934015539 0.0242658 0.868965 60.8734 1239230000.0 -18.4387 1373 53063 150 1229567 2.0 69.91 0.9319443969726563 9.510000228881836 191.96823174841106 246.52762392953844 8317-9102 1.2200000286102295 nan
8317 3702 274206 193.666721192 43.8700765532 0.0389212 0.74908 141.738 38864900000.0 -21.0519 1373 53063 47 -1 -1.0 -1.0 2.630972567471591 9.970000267028809 -1507.9710772154194 1061.1648321145544 8317-3702 1.25 nan
8317 6101 274286 191.674632081 43.309041216 0.0404954 0.352935 54.2809 3288650000.0 -19.0042 1373 53063 246 1278273 2.0 41.07 0.4666398737980769 9.329999923706055 85.50225452219836 136.80360723551738 8317-6101 0.2800000011920929 nan
8317 12705 274193 193.855952744 43.9380638089 0.038735 0.439593 141.632 2049270000.0 -18.8472 1373 53063 13 1242688 2.0 50.88 0.6568788487276584 9.710000038146973 242.7084265547874 268.31527889772366 8317-12705 0.75 nan
8942 3703 231210 124.38506864 28.3578278812 0.019862 0.745304 97.6984 616795000.0 -18.4094 1206 52670 579 1036450 2.0 167.6 0.9193796160260482 9.460000038146973 137.98796921102647 242.97881534985098 8942-3703 1.5800000429153442 nan
8942 6102 231186 124.267479696 28.3150890152 0.0200882 0.745359 103.458 1966550000.0 -18.102 1206 52670 531 1036445 2.0 55.55 0.7909302523486503 9.289999961853027 252.00127103237966 231.00116511301468 8942-6102 1.0499999523162842 nan
8942 9102 243770 124.547943346 26.6538857717 0.0383239 0.655153 30.1948 1632200000.0 -18.8798 1266 52709 438 1094910 2.0 98.25 0.8162905643631538 9.59000015258789 174.71960224608443 309.7302039816951 8942-9102 0.5899999737739563 nan
8942 12702 231042 124.003309706 27.0758952047 0.0254964 0.834962 109.433 18150100000.0 -21.0522 1206 52670 68 1091568 2.0 24.35 0.2877996832103377 10.140000343322754 548.7839856042908 510.6235097841249 8942-12702 4.670000076293945 nan
8942 12704 231058 123.807495221 27.4088051877 0.0376719 0.955902 76.6788 1861960000.0 -18.8651 1206 52670 109 1035053 2.0 65.02 1.0454396738170904 9.600000381469727 309.85492280284967 745.694814217847 8942-12704 0.6299999952316284 nan
8942 3704 231191 124.549534438 27.7191923705 0.0381657 0.614233 177.374 1726920000.0 -18.4642 1206 52670 542 1095924 2.0 64.31 0.5609540319542715 9.729999542236328 249.64368156785187 335.8151046471104 8942-3704 0.8100000023841858 nan
8942 6103 231205 124.337230897 28.3183087615 0.0200033 0.346916 124.585 1172140000.0 -18.1236 1206 52670 569 1036453 2.0 105.81 0.6478031557758561 9.289999961853027 157.79997766670735 276.1499609167379 8942-6103 1.059999942779541 nan
8942 9101 243800 124.759173858 27.1039714703 0.0229922 0.489425 176.107 944650000.0 -17.9006 1266 52709 509 1090121 2.0 95.36 0.8705286699182847 9.300000190734863 212.1449195777782 401.35525325525606 8942-9101 0.8299999833106995 nan
8141 12703 647021 120.360092729 44.1936240334 0.0313725 0.466192 177.707 32865800000.0 -20.9131 436 51883 66 196825 1.0 1.0 1.2745452092134693 9.600000381469727 -1129.2173086599075 -1129.2173086599075 8141-12703 0.8899999856948853 nan
8141 12702 46581 117.239820154 43.7865920222 0.0314434 0.563254 63.1222 17000800000.0 -20.4497 434 51885 361 241778 2.0 29.71 0.6070211319484866 10.09000015258789 -1209.0276854504957 382.4351837861428 8141-12702 2.7699999809265137 nan
8141 12701 358506 116.732642218 44.2656992972 0.0312315 0.453399 165.408 16161800000.0 -20.4664 1736 53052 73 1725477 2.0 37.04 0.508362150453235 9.869999885559082 382.58394364695636 391.5595200375008 8141-12701 1.649999976158142 nan
8141 3702 358871 117.241187951 44.9860564855 0.0239461 0.553966 68.1104 2150180000.0 -18.1967 1737 53055 123 1725490 2.0 31.02 0.578750825871182 9.369999885559082 -1199.9433671831155 324.3090181575988 8141-3702 0.9200000166893005 nan
9863 9101 481715 192.937400708 27.0183183201 0.0213466 0.472397 119.453 2096870000.0 -18.555 2238 54205 63 2224419 2.0 65.33 1.146313436506614 9.149999618530273 268.8947084656448 331.29643405893785 9863-9101 0.6700000166893005 nan
8146 1901 212981 117.05386562 28.2250917233 0.0270561 0.92292 131.5 8068570000.0 -20.0406 1059 52618 497 -1 -1.0 -1.0 0.7596476236979167 9.15999984741211 129.8729014562015 820.7967372031935 8146-1901 0.4399999976158142 nan
